5.555007189210880991e-01 4.904043482509146124e-01 3.136490679547621618e-01
3.257705612566624831e-01 7.395539445666176048e-01 3.646223772627035786e-01
4.845995854373457146e-01 3.561437568342928350e-01 5.661218367176479305e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
3.997385854835884822e-01 6.984802444321521753e-01 3.576783714475317844e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
4.427985804606546227e-01 6.614075496765962070e-01 3.378892583162710905e-01
4.845995854373457146e-01 3.561437568342928350e-01 5.661218367176479305e-01
2.915841689937350711e-01 6.627177347035290156e-01 4.429744895807737892e-01
4.840750103753806433e-01 5.922325190753213731e-01 4.065686590555309121e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
5.359920903526703695e-01 5.511134860098534372e-01 3.653740254825731393e-01
4.845995854373457146e-01 3.561437568342928350e-01 5.661218367176479305e-01
3.997385854835884822e-01 6.984802444321521753e-01 3.576783714475317844e-01
4.845995854373457146e-01 3.561437568342928350e-01 5.661218367176479305e-01
3.257705612566624831e-01 7.395539445666176048e-01 3.646223772627035786e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01
